m1,m2,N_idx,N,S1,S2,loss_S1_vs_N,lp_N_given_m1,lp_S1_given_m1,lp_N_given_m2,lp_S1_given_m2,loss_S2_vs_N,lp_S2_given_m2,lp_S2_given_m1,loss_rank1,loss_rank2,worst_rank_of_two,p_N_given_m1_decile,p_N_given_m2_decile,selected_for_human_testing
roberta,xlm,95,You could have someone read the do now,You would then just flip them outwards horizontally,He could have climbed from a fatalities Der,-15.481361389160154,-59.15208435058594,-59.047157287597656,-49.362205505371094,-64.84356689453125,-21.364013671875,-48.755859375,-80.51609802246094,40.0,29.0,40.0,2,3,True
roberta,xlm,525,They can hold the universe in their pocket,It can store these easily in your pocket,They could see a Penny in their mouths,-15.816398620605467,-51.6147689819336,-50.78860473632813,-38.33301544189453,-54.1494140625,-12.768787384033205,-37.48790740966797,-64.38353729248047,39.0,63.0,63.0,6,8,True
roberta,xlm,1059,Just letting you know how I did it,Yet now you know how we did it,Think because you like how he says it,-5.839859008789063,-43.12420272827149,-42.81145858764648,-35.78446960449219,-41.62432861328125,-7.9536170959472665,-35.50732040405273,-51.07781982421875,70.0,81.0,81.0,9,9,True
roberta,xlm,1558,You can find way better deals than that,You can find way better products than these,You can feed me more ridge like that,-4.346916198730469,-46.21914672851562,-45.37420654296875,-45.10444641113281,-49.45136260986328,-18.936695098876953,-44.20988082885742,-65.15583801269531,75.0,35.0,75.0,8,4,True
roberta,xlm,1639,And now that should have been a penalty,Many think that should have been a penalty,For everything I should have gotten a Crane,-5.731719970703125,-49.01017379760742,-48.2335090637207,-41.03569793701172,-46.76741790771485,-15.156757354736328,-40.551124572753906,-64.16693115234375,71.0,53.0,71.0,7,7,True
roberta,xlm,2303,The center barrel can still crit pretty easily,And seems microbes can tolerate tunneling pretty good,Because earl miles was still archbishop percent sure,-32.635223388671875,-72.21330261230469,-71.76131439208984,-67.60173797607422,-100.2369613647461,-37.67772674560547,-67.42725372314453,-109.8910140991211,7.0,4.0,7.0,0,0,True
roberta,xlm,2348,Just not wise to have debt and invest,Trust deficit lessening to cut spending and deficits,Considered not grammatical to say christmas is Swat,-25.692588806152344,-63.3121337890625,-63.30467224121094,-55.88776397705078,-81.58035278320312,-39.87236785888672,-55.11700439453125,-103.18450164794922,14.0,3.0,14.0,1,1,True
roberta,xlm,2490,An individual is made stronger by their collective,The resilience is made stronger by early adversity,Every thing is made alive by infinite Ness,-19.290485382080078,-54.48038101196289,-54.33866500854492,-43.661170959472656,-62.95165634155274,-21.23922348022461,-42.94764709472656,-75.71958923339844,29.0,30.0,30.0,5,5,True
roberta,xlm,2689,Not even a passing dismissal of his statement,Below publish a rebuttal indictment of your assertions,As in a triple Sumner of the Barlow,-30.944927215576172,-58.44137954711914,-57.88557052612305,-53.07574844360352,-84.02067565917969,-27.13308334350586,-52.56608581542969,-85.574462890625,9.0,14.0,14.0,3,2,True
roberta,xlm,2805,This is how everyone talks at my work,Here is how one counters misleading campaign rhetoric,This is when mama talks to the synthesized,-23.263023376464844,-54.64857864379883,-54.41390609741211,-43.30963897705078,-66.57266235351561,-21.751651763916016,-42.39967346191406,-76.40023803710938,20.0,28.0,28.0,4,6,True
roberta,lstm,939,When Trump refuses to leave the White House,President Trump threatens to storm the White House,West Surrey refused to form the White House,-18.1220817565918,-41.9596061706543,-41.67458724975586,-40.66091918945313,-58.78300094604492,-25.361446380615234,-40.34695816040039,-67.32105255126953,50.0,44.0,50.0,9,6,True
roberta,lstm,1018,It gets going after the first few episodes,It gets spooky in the last few scenes,It consisted going over the past several yards,-10.00589370727539,-51.82993698120117,-51.587669372558594,-36.76051712036133,-46.76641082763672,-19.154651641845703,-36.63938903808594,-70.98458862304688,71.0,70.0,71.0,5,8,True
roberta,lstm,1098,There was swelling of my lungs and lining,Trump undergoes scans of his heart and bloodstream,There was heed of my chimneys and wrinkle,-44.64435577392578,-61.34535217285156,-60.01729202270508,-47.62284851074219,-92.26720428466795,-30.89688873291016,-46.05420112609863,-92.24224090576172,15.0,29.0,29.0,3,4,True
roberta,lstm,1336,I understand that people fall out of love,I believe that people marry because of love,I presume that men were out of spirits,-10.11969757080078,-45.79917907714844,-45.56013488769531,-32.852100372314446,-42.97179794311523,-17.170207977294922,-32.55359268188477,-62.96938705444336,69.0,78.0,78.0,8,9,True
roberta,lstm,1677,Keep bow on and keep the range open,Subscribe as advised and seal all vents tightly,Keep parades ahead and hear a bragging penalized,-72.20082473754883,-65.66780090332031,-65.47763061523439,-50.99137878417969,-123.19220352172852,-36.66726684570313,-50.66768074035645,-102.33506774902344,6.0,22.0,22.0,1,2,True
roberta,lstm,1893,Needs a sub just to perk us up,Subscribe the tuna sandwich to fix me up,Episodes used screwdriver helps to immerse others with,-79.6687126159668,-62.16571807861328,-61.558021545410156,-54.39730072021485,-134.06601333618164,-47.09502410888672,-54.36276626586914,-109.2607421875,4.0,10.0,10.0,2,1,True
roberta,lstm,2002,I was just making a joke about civilians,I am just making a point here Joshua,Jude was merely making a fuss and Marian,-18.96019172668457,-49.22912979125977,-48.39389419555664,-38.33539772033691,-57.29558944702149,-27.35068130493164,-38.00914001464844,-76.5798110961914,47.0,35.0,47.0,7,7,True
roberta,lstm,2698,This thing like strange picture appreciate editors work,This never did fend of knitting ich bit,Any thing she quarterfinal landings Khalifa farthest convey,-54.105552673339844,-85.0499267578125,-84.22764587402344,-75.68560028076172,-129.79115295410156,-61.89846801757813,-75.35562133789062,-146.94839477539062,10.0,5.0,10.0,0,0,True
roberta,lstm,2950,Its the newspaper version of Take a Break,Subscribe the syndicated archive of Take a Break,Definitely a arcade version of Take a terms,-80.94414520263672,-56.449989318847656,-56.435707092285156,-49.92935562133789,-130.87350082397458,-24.438335418701172,-49.59203720092773,-80.88832092285156,3.0,49.0,49.0,4,3,True
roberta,lstm,2995,I will be here to check more opinions,You or click here to check neighborhood demographics,We must be enabled to breathe no reuniting,-31.358112335205078,-50.27839660644531,-50.11514663696289,-42.67607116699219,-74.03418350219727,-30.02499389648437,-42.66053009033203,-80.30339050292969,26.0,30.0,30.0,6,5,True
roberta,gpt2,559,The lines are very shaky and poorly done,The points are both ignored and poorly argued,The information was very sketch and poorly sketched,-15.084151268005373,-54.60433959960938,-53.02103805541992,-36.63872480392456,-51.72287607192993,-10.456779479980467,-36.616815090179436,-65.06111145019531,45.0,38.0,45.0,5,5,True
roberta,gpt2,839,But people will still compare you to others,Why people who only give themselves to others,However they will still compare you to others,-15.485012531280518,-49.75448608398438,-48.66445541381836,-31.64867925643921,-47.13369178771973,-3.6499099731445312,-31.591274738311768,-53.4043960571289,43.0,74.0,74.0,7,7,True
roberta,gpt2,871,You can hit a chest through an arm,You can reach his stories on an instant,Anybody can behead a rattles an an antelope,-22.354244709014893,-60.61550903320313,-59.98186492919922,-42.5662603378296,-64.92050504684447,-30.253700256347656,-40.454071998596184,-90.86920928955078,14.0,7.0,14.0,2,2,True
roberta,gpt2,1822,Better update system with no more copying files,May our system with no problem installing application,Clean win images with no needlessly repaired files,-20.77189540863037,-65.53302764892578,-64.39125061035156,-51.316168308258064,-72.08806371688844,-16.821067810058597,-51.287864685058594,-82.35409545898438,22.0,20.0,22.0,0,0,True
roberta,gpt2,2103,Suddenly a Middle East country bought the building,Press the Middle East banker selling his dreams,Afterward the Middle eastern country embargo the I,-21.969075679779053,-65.28265380859375,-64.94430541992189,-47.523597240448,-69.49267292022705,-18.21734619140625,-47.46785545349121,-83.5,16.0,17.0,17.0,1,1,True
roberta,gpt2,2429,The discussion has been had many times before,This article has been printed multiple times on,That analysis has been told many times before,-29.816619873046875,-46.15145492553711,-42.17436218261719,-30.244702339172363,-60.06132221221924,-7.670673370361327,-29.74976491928101,-53.82212829589844,5.0,53.0,53.0,8,8,True
roberta,gpt2,2809,Just shows you have nothing to reply on,Ask anyone will have anything to lose for,Asking questions would have something to contribute somehow,-16.980788707733154,-57.68997192382813,-57.47854995727539,-41.15804672241211,-58.13883543014526,-12.317855834960938,-40.99750757217407,-70.00782775878906,36.0,32.0,36.0,4,3,True
roberta,gpt2,2924,Try to be selective in what you clip,Enter to be true given that between and,Try to be selective in what you pre,-36.194817066192634,-53.190025329589844,-48.71667861938477,-34.452725410461426,-70.64754247665404,-2.45522689819336,-34.403230667114265,-55.64526748657226,2.0,78.0,78.0,6,6,True
roberta,gpt2,3225,Someone else might use you to attempt something,Authorities search will lead you to exactly no,Someone else may beat me to aced them,-24.04009199142456,-59.33255386352539,-57.82876205444336,-39.75691270828247,-63.79700469970703,-13.198394775390625,-38.98456573486328,-72.53096008300781,11.0,27.0,27.0,3,4,True
roberta,gpt2,3658,The car will be there in the morning,The research can be utilised in the future,My car will be here in the morning,-11.841516971588135,-45.79792785644531,-44.70283508300781,-27.74664783477783,-39.58816480636597,-1.9456825256347656,-26.86692714691162,-47.74360275268555,58.0,83.0,83.0,9,9,True
roberta,electra,473,The account is more than one day old,The syndication was less than one minute longer,Our youngest is more than one months old,-12.250579833984375,-55.32680892944336,-55.21971130371094,-33.057754516601555,-45.30833435058594,-10.700481414794922,-31.874696731567386,-66.02729034423828,37.0,35.0,37.0,3,6,True
roberta,electra,581,I use my French press for ice coffee,Edit to one espresso shot per medium coffee,I purchased my galaxy Bell for christmas shopping,-23.211898803710934,-60.23280334472656,-60.13922119140625,-42.256980895996094,-65.46887969970703,-15.9625244140625,-42.13366317749024,-76.19532775878906,14.0,15.0,15.0,2,2,True
roberta,electra,843,A new term needed creating for your type,Understanding search terms needed toad with your queries,A two Strand Gene coincidentally is one example,-25.36924743652344,-66.84926605224611,-66.76664733886719,-53.05203247070313,-78.42127990722656,-21.92510223388672,-52.8215446472168,-88.77437591552734,7.0,2.0,7.0,0,0,True
roberta,electra,1187,I thought that was mine for a second,I thought this was kidding for a second,I knew that was time for my day,-3.134784698486328,-48.14350128173828,-47.83348846435547,-29.004718780517575,-32.139503479003906,-7.3557167053222665,-27.79331970214844,-55.49923706054688,76.0,57.0,76.0,7,9,True
roberta,electra,1188,So go ahead and lie about your height,Users go to and underline in your browser,So go back and learn from your faiths,-16.227489471435547,-50.70231628417969,-50.4329833984375,-38.41362380981445,-54.64111328125,-11.068286895751953,-38.32302856445313,-61.77063751220703,23.0,33.0,33.0,5,4,True
roberta,electra,1688,Plain leaf is much quieter and more subtle,Zealand curvature is much smoother and more organic,Champagne flutes became much quicker and more practical,-24.38735580444336,-61.87237548828125,-61.58367538452149,-48.92093276977539,-73.30828857421875,-17.147335052490234,-47.51544952392578,-79.01969146728516,8.0,11.0,11.0,1,1,True
roberta,electra,1761,Sorry for the wait getting back to you,Click for the help sending this to you,Sorry for the bastards going back to us,-8.351093292236326,-50.47172164916992,-50.08157348632813,-36.73100280761719,-45.08209609985352,-8.533302307128906,-36.56126022338867,-59.00501251220703,49.0,52.0,52.0,6,5,True
roberta,electra,2209,Send them lots of pictures from all angles,Report received hundreds of replies from you readers,Send out loads of people from all angles,-16.4129638671875,-53.97960662841797,-53.46718215942383,-39.58172607421875,-55.99468994140625,-10.418540954589844,-39.32019805908203,-64.39814758300781,22.0,38.0,38.0,4,3,True
roberta,electra,2420,I have various techniques for dealing with it,I have five suggestions for dealing with anger,I have no specifics for working on it,-5.095962524414063,-47.26287078857422,-46.952125549316406,-32.251052856445305,-37.347015380859375,-5.4603424072265625,-32.13702392578125,-52.72321319580078,66.0,77.0,77.0,8,7,True
roberta,electra,3510,I probably should have used a better picture,You I should have used a smaller font,I really could have liked a better word,-12.451425552368164,-45.18850708007813,-43.97285079956055,-31.34919548034668,-43.80062103271485,-7.796875,-30.982074737548828,-52.98538208007813,34.0,54.0,54.0,9,8,True
roberta,trigram,594,Have the decency to acknowledge it at least,There enough software to fix it at least,Describing the republicans to ever defeat at Newcastle,-14.051025390625,-51.41622924804688,-51.35422897338867,-93.0849609375,-107.135986328125,-40.330039978027344,-93.0380859375,-91.74626159667969,53.0,28.0,53.0,6,4,True
roberta,trigram,660,This language has no place in our democracy,But nationalism has no place in a democracy,This antelope is no point in their semifinal,-9.09033203125,-45.48968505859375,-45.02228927612305,-86.35791015625,-95.4482421875,-36.52715301513672,-86.328857421875,-82.01683044433594,67.0,40.0,67.0,8,7,True
roberta,trigram,978,If your doctor happens to offer that test,Why your doctor remembers to refill you prescriptions,If my peasants avenged colleges offer that Matilda,-25.74658203125,-58.91252517700195,-58.11609649658203,-102.406982421875,-128.153564453125,-50.64762496948242,-102.1884765625,-109.56015014648438,23.0,17.0,23.0,3,1,True
roberta,trigram,994,Which means you have to learn some words,Firstly that we need to perform some calculations,Which means you have to be thy wages,-18.647705078125,-47.51569366455078,-47.03076553344727,-82.10791015625,-100.755615234375,-19.514026641845703,-81.245361328125,-67.02973175048828,39.0,78.0,78.0,7,8,True
roberta,trigram,1938,That info will be crucial to the story,Your clues may be revealed in our mystery,Solid lipid will be well to the king,-15.758056640625,-52.1801986694336,-51.67710876464844,-89.846923828125,-105.60498046875,-28.16739654541016,-89.827392578125,-80.34759521484375,49.0,58.0,58.0,5,6,True
roberta,trigram,2035,Hey do you think our show was good,Huh did you think my grammar was incorrect,Pray do not owe their intermittent than females,-19.265869140625,-55.53955459594727,-54.50605773925781,-92.515380859375,-111.78125,-36.9410514831543,-92.207275390625,-92.48060607910156,36.0,38.0,38.0,4,5,True
roberta,trigram,2051,Enjoy your quiet now a storm is brewing,Subscribe in distant history a war is coming,Imagine yourself ecclesiastical produced a storm is unknown,-19.7451171875,-61.76278305053711,-61.5884017944336,-99.85400390625,-119.59912109375,-38.55751419067383,-99.636474609375,-100.32029724121094,35.0,33.0,35.0,1,2,True
roberta,trigram,2627,Yeah I usually do two space per scope,Chart I usually prepare multiple blueprints per template,Decided we shall presently supervising animator Bakshi kidnappings,-31.70068359375,-69.59552764892578,-69.2352294921875,-112.78759765625,-144.48828125,-73.88800048828125,-112.511474609375,-143.4835205078125,15.0,5.0,15.0,0,0,True
roberta,trigram,3205,He did curry which was actually quite nice,Alternatively a curry that tastes not very spicy,He cites Shawn chlorine will actually really simple,-34.772705078125,-60.74630355834961,-60.58036804199219,-99.38134765625,-134.154052734375,-37.71917724609375,-98.79052734375,-98.46549987792969,11.0,34.0,34.0,2,3,True
roberta,trigram,3549,I need to see how this played out,I wait to see how it shakes out,You have to realize is that noise again,-10.59619140625,-42.60573959350586,-42.23688125610352,-79.50439453125,-90.1005859375,-18.51675796508789,-79.03857421875,-61.12249755859375,65.0,81.0,81.0,9,9,True
roberta,bigram,174,To know the flaws and love them too,Both know well why and feel it deeply,To pollute the seventeenth most watched them off,-13.252197265625,-56.4597282409668,-56.03655242919922,-110.710205078125,-123.96240234375,-40.00107192993164,-110.645263671875,-96.46080017089844,38.0,32.0,38.0,2,4,True
roberta,bigram,901,So you are not getting the full story,Register you are now reading the complete article,Then she could not necessarily a very outset,-27.42578125,-42.18623733520508,-42.16719436645508,-100.226806640625,-127.652587890625,-32.051570892333984,-99.935546875,-74.23780059814453,7.0,69.0,69.0,9,9,True
roberta,bigram,1269,Please come back when you have more karma,Also come back if you want more snippets,Everything went on whether you need to Hispaniola,-13.750244140625,-49.51893615722656,-49.116966247558594,-105.329833984375,-119.080078125,-33.345291137695305,-104.90380859375,-82.86422729492188,33.0,64.0,64.0,6,7,True
roberta,bigram,2100,China is buying their way into world domination,India is punching its way into world leadership,Something went on its teachings modern world sandbox,-13.64306640625,-51.72369003295898,-51.659423828125,-116.62109375,-130.26416015625,-38.75520324707031,-116.5966796875,-90.4788818359375,35.0,36.0,36.0,5,2,True
roberta,bigram,2237,Until she changes her mind and allows it,Unless she changes her mind and edits this,Citing recent decades to cry which allows players,-10.7255859375,-53.99696731567383,-53.02685165405274,-113.13525390625,-123.86083984375,-37.93413543701172,-112.239013671875,-91.93109130859376,45.0,39.0,45.0,4,3,True
roberta,bigram,2290,You really need to try some different beers,You definitely have to try these other desserts,Not necessarily need to herself deserted yard touchdown,-9.692138671875,-48.68233871459961,-48.53197860717773,-107.430908203125,-117.123046875,-47.72590637207031,-106.5283203125,-96.40827178955078,52.0,19.0,52.0,7,6,True
roberta,bigram,2520,This is why I will never understand boys,This is why I will never kiss boys,It is now I was quite understand dealerships,-4.79052734375,-46.8795394897461,-46.75157928466797,-103.11474609375,-107.9052734375,-30.830101013183594,-103.072998046875,-77.70964050292969,73.0,74.0,74.0,8,8,True
roberta,bigram,2879,Save me from drowning in a big wave,Stop others from dying in this heat wave,Excuse me instantly recognizable faces a massive oil,-10.01318359375,-55.81404113769531,-55.50141525268555,-109.111572265625,-119.124755859375,-42.85492706298828,-108.77685546875,-98.6689682006836,49.0,28.0,49.0,3,5,True
roberta,bigram,3193,What is the minimum ram and flu requirement,Table shows the normalized sic and est ratios,She was a trampoline kidnappings and unconditionally Gloucester,-34.60791015625,-66.60006713867189,-66.41751098632811,-124.555419921875,-159.163330078125,-66.52743530273439,-124.47509765625,-133.12747192382812,1.0,4.0,4.0,0,0,True
roberta,bigram,3423,Good thing you have your purple friend there,Now seems you left your purple pen somewhere,Good luck would not about ecclesiastical disembarked Friday,-16.837158203125,-59.63277053833008,-59.50522994995117,-118.0,-134.837158203125,-47.14760208129883,-117.83056640625,-106.78034973144531,25.0,21.0,25.0,1,1,True
roberta,rnn,292,I did feel better for a little bit,Time to feel human for a little while,She also acted rather than a fine thing,-13.764193534851074,-44.98788833618164,-44.89578628540039,-35.59044075012207,-49.354634284973145,-21.12307357788086,-35.316083192825324,-66.1109619140625,66.0,78.0,78.0,8,8,True
roberta,rnn,997,Perhaps take a walk around the trailer park,Scroll taking a walk around the amusement park,Where faces my mom for a creature dearly,-63.382573366165154,-52.39638137817383,-52.22452163696289,-51.81739854812622,-115.19997191429138,-41.027923583984375,-51.76552677154541,-93.42432403564452,18.0,35.0,35.0,6,3,True
roberta,rnn,1090,Wizard eating chicken from a fast food chain,Needless supermarket hamburger from a fast food chain,Hotspur mandates disallowed of a oyster telephoned ourselves,-105.47698545455931,-59.16408157348633,-58.20941162109375,-70.15424680709839,-175.63123226165771,-78.87469100952148,-70.02818894386293,-138.03877258300778,7.0,9.0,9.0,3,0,True
roberta,rnn,1641,Bad players look better in a solid system,Las beans taste best with a mustard sauce,Roughly lanes being alive in a statement ratings,-82.22208666801454,-62.10011672973633,-60.58364486694336,-49.400002002716064,-131.6220886707306,-37.80147933959961,-49.30847215652466,-99.90159606933594,12.0,39.0,39.0,2,4,True
roberta,rnn,2486,They would be hit by a vehicle eventually,Or could be hit by a train oncoming,He would be beset into a dishwasher games,-19.082528352737427,-55.04146957397461,-54.71559143066406,-42.71895599365234,-61.80148434638977,-28.29288101196289,-42.602531909942634,-83.3343505859375,54.0,62.0,62.0,5,6,True
roberta,rnn,2600,That last snowball had his clarinet in it,Edit tab tray with tabs swiping around only,Several dorsal ecclesiastical drains sandbags Turnpike and Iran,-172.57637214660645,-69.36410522460939,-68.89516448974611,-65.10575294494629,-237.68212509155273,-73.28950500488281,-64.3521671295166,-142.65362548828125,2.0,10.0,10.0,0,1,True
roberta,rnn,2765,Every star player is at least practicing though,Why each team is at least unbeaten ing,Both ecclesiastical deputies is completely being dicks atheism,-48.07408142089844,-64.86824798583984,-64.17790222167969,-57.390095710754395,-105.46417713165285,-42.354103088378906,-57.36580514907837,-107.22235107421876,27.0,33.0,33.0,1,2,True
roberta,rnn,2800,There are too many bone sharks for me,There are probably two root feelings in this,There are too great internships Mulder with it,-44.89156007766724,-56.6279411315918,-56.39800262451172,-48.685298442840576,-93.5768585205078,-36.7032356262207,-48.60660409927368,-93.3311767578125,29.0,42.0,42.0,4,5,True
roberta,rnn,2915,Some parts of the body are naturally attractive,Human parts of the body are considered sacred,The boys of the lips was come gloomy,-13.661057949066162,-49.24985122680664,-48.92942810058594,-41.101340770721436,-54.7623987197876,-28.43132019042969,-40.93554449081421,-77.68116760253906,67.0,61.0,67.0,7,7,True
roberta,rnn,3327,This is my favorite comment of the day,Here is my random thought for the week,This is their own necessities on the night,-13.133845567703247,-41.31172943115234,-40.68230819702149,-34.805649280548096,-47.93949484825134,-24.82353210449219,-34.48100709915161,-66.13525390625,69.0,69.0,69.0,9,9,True
bert,xlm,588,I was travelling in Asia on my own,I was off in Charleston on my honeymoon,I am alive on christmas of my birthday,-6.918510437011719,-46.74915313720703,-46.40245056152344,-39.11095428466797,-46.02946472167969,-12.767082214355467,-39.08770751953125,-59.5162353515625,76.0,60.0,76.0,8,7,True
bert,xlm,1048,This does put a smile on my face,She immediately put a smile on my face,A person got a Mark on his hand,-5.383758544921875,-41.50206756591797,-40.95246887207031,-35.23379135131836,-40.61754989624024,-12.493331909179688,-34.3270263671875,-53.995399475097656,83.0,62.0,83.0,9,9,True
bert,xlm,1049,Never have to worry about males or anything,Never need to talk about ethnicity or genders,People try to think about uncontrollable and unnatural,-21.27867126464844,-52.03567123413086,-50.634071350097656,-45.08065795898438,-66.35932922363281,-23.546863555908203,-44.77155685424805,-75.58253479003906,22.0,33.0,33.0,5,5,True
bert,xlm,1377,Putting locks to things is pretty common though,But stuffing onboard beds was fairly commonplace here,About christmas around thanksgiving was really bad thing,-31.43674468994141,-65.16573333740234,-64.5057373046875,-55.438026428222656,-86.87477111816406,-29.420997619628906,-55.08007049560547,-94.58673095703124,8.0,24.0,24.0,1,1,True
bert,xlm,1403,Depends what your set up is for London,Anyways all my driving equipment was organic plastics,Depends what your line up is when juggling,-26.06542205810547,-63.12409210205078,-62.76457214355469,-52.781517028808594,-78.84693908691406,-20.08683013916016,-52.43537902832031,-83.21092224121094,16.0,37.0,37.0,2,2,True
bert,xlm,1706,I will have to ask the Milwaukee rep,They then try to calculate the quota nicknames,We would have to bury the misunderstood telegram,-19.34901428222656,-54.619117736816406,-53.29839324951172,-46.41659545898438,-65.76560974121094,-31.8397216796875,-45.36101150512695,-86.45885467529297,28.0,20.0,28.0,4,4,True
bert,xlm,1885,Also base conversion as a cheap gap closer,Thus expands recruitment from a broadened demographics toddlers,Anonymous uninterrupted rendezvous under the phantom Del renaissance,-32.787017822265625,-76.00628662109375,-74.86559295654297,-75.23573303222656,-108.0227508544922,-99.10885620117188,-73.92400360107422,-175.11514282226562,6.0,1.0,6.0,0,0,True
bert,xlm,2451,And we boys do it with out eyes,But you fools did this with sulfur plants,And no boys did it with indistinguishable eyes,-17.219749450683597,-57.17561340332031,-57.10969924926758,-48.67222595214844,-65.89197540283203,-24.03117370605469,-48.2705307006836,-81.206787109375,34.0,32.0,34.0,3,3,True
bert,xlm,2616,I am copying the files as we speak,I am checking my notes as we speak,I am quoting the english as they were,-19.82553100585937,-46.823585510253906,-45.35737609863281,-41.75865173339844,-61.58418273925781,-25.322349548339844,-39.96498107910156,-72.14593505859375,26.0,30.0,30.0,7,6,True
bert,xlm,3368,This looks like something out of Twin Peaks,This was named one out of the formulas,Who looked like something out of Twin peaks,-14.533279418945312,-50.94771194458008,-50.04939270019531,-38.21603393554688,-52.74931335449219,-14.171119689941404,-37.92205429077149,-65.11882019042969,44.0,55.0,55.0,6,8,True
bert,lstm,160,Apparently they are not working in their favor,Today things were finally turning in her favor,Suppose they were not dignified in their favor,-13.45195770263672,-47.37096786499024,-46.67668151855469,-37.812782287597656,-51.26473999023438,-24.495136260986328,-37.64649391174317,-71.86610412597656,60.0,57.0,60.0,7,7,True
bert,lstm,367,See the wiki for any questions you might,See the inbox for any posts you submit,See far below without any cessation or acknowledgment,-20.171947479248047,-54.23054885864258,-53.77935791015625,-47.61774444580078,-67.78969192504883,-37.484134674072266,-47.30135726928711,-91.71468353271484,47.0,43.0,47.0,4,3,True
bert,lstm,379,I consider myself very fortunate in this regard,I think myself very wise in that regard,I consider myself more flexibility in the game,-6.419502258300781,-42.69263458251953,-42.3426513671875,-30.833782196044922,-37.2532844543457,-9.731689453125,-30.03550720214844,-52.42432403564453,83.0,85.0,85.0,9,9,True
bert,lstm,685,I work in a electronics repair shop chain,I was in a telephones repair shop singing,I work in a reputable cabinet firm negotiator,-19.73014259338379,-55.592857360839844,-55.10131454467773,-41.61175537109375,-61.34189796447754,-33.899139404296875,-40.85452651977539,-89.49199676513672,48.0,46.0,48.0,3,6,True
bert,lstm,810,Like I said it was a silly episode,Oddly he sensed it was her final wish,So I realised it was a derogatory circumstance,-28.970386505126953,-49.37101364135742,-48.80817794799805,-33.730491638183594,-62.70087814331055,-32.934803009033196,-33.677568435668945,-82.30581665039062,33.0,47.0,47.0,6,8,True
bert,lstm,811,Your comment gave me the smile I needed,Their glows gave me the visuals I needed,My coworker gives me some insecurities I made,-22.029024124145508,-51.85828399658203,-51.10278701782226,-41.93027687072754,-63.95930099487305,-32.609153747558594,-40.68842124938965,-84.46743774414062,44.0,48.0,48.0,5,5,True
