sentence_pair,sentence1,sentence2,trial_type,subject,subject_selected_sentence,subjects_majority_vote,cluster,subjects_majority_vote_2clusters,subject_chose_majority_2clusters,agreement_2clusters,include_as_gpt_item,gpt_choice,gpt_engaged_subjects_agreement,probability_sentence1,probability_sentence2
In your face has a great main event_main great event a your has In face,In your face has a great main event,main great event a your has In face,natural_vs_shuffled,2,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-46.65306878089905,-78.03507804870605
It can be everything from debilitating to euphoric_You say memories like it was something special,It can be everything from debilitating to euphoric,You say memories like it was something special,natural_controversial,2,2.0,1.0,engaged_struggling,2.0,1,1.0,True,1.0,0.0,-41.59711341932416,-49.89180326461792
It was the last time I ate there_What is the same time I grabbed up,It was the last time I ate there,What is the same time I grabbed up,synthetic_vs_synthetic,2,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-27.599890649318695,-51.40151655673981
Life was one person can either the Azores_Name me one person who trusts the I,Life was one person can either the Azores,Name me one person who trusts the I,synthetic_vs_synthetic,2,1.0,2.0,engaged_struggling,1.0,1,1.0,True,2.0,0.0,-67.06577515602112,-41.53354054689407
Move on and just let people enjoy something_Well I mean his sport is a joke,Move on and just let people enjoy something,Well I mean his sport is a joke,randomly_sampled_natural,2,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-40.66990280151367,-42.915141105651855
Nice I really need to start baking again_start I really baking again need Nice to,Nice I really need to start baking again,start I really baking again need Nice to,natural_vs_shuffled,2,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-42.77103662490845,-80.24807167053223
Nowadays I work for the Department of Defense_Recently I worked in the department of Defense,Nowadays I work for the Department of Defense,Recently I worked in the department of Defense,synthetic_vs_synthetic,2,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-30.10013061016798,-38.10573670268059
Nowadays I work for the Department of Defense_So I work for the Department of Defense,Nowadays I work for the Department of Defense,So I work for the Department of Defense,natural_vs_synthetic,2,2.0,1.0,engaged_struggling,2.0,1,1.0,True,1.0,0.0,-30.10013061016798,-28.710450556129217
So traveling and meeting in a global pandemic_Sugar and other processed carbs cause chronic inflammation,So traveling and meeting in a global pandemic,Sugar and other processed carbs cause chronic inflammation,natural_controversial,2,2.0,2.0,engaged_struggling,2.0,1,1.0,True,2.0,1.0,-55.998363689985126,-41.848700761795044
That was a typing mistake on my part_typing on part a was my That mistake,That was a typing mistake on my part,typing on part a was my That mistake,natural_vs_shuffled,2,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-31.476144537329674,-71.22073805332184
The answer to every question is luxury tax_This is a very easy argument to solve,The answer to every question is luxury tax,This is a very easy argument to solve,randomly_sampled_natural,2,2.0,2.0,engaged_struggling,2.0,1,1.0,True,2.0,1.0,-40.484244018793106,-34.12890684604645
This looks terrifying you all should be arrested_you This arrested be all should looks terrifying,This looks terrifying you all should be arrested,you This arrested be all should looks terrifying,natural_vs_shuffled,2,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-54.722301721572876,-74.64274382591248
Today appears to well be Stonewall year one_Who happens to also be infinity years old,Today appears to well be Stonewall year one,Who happens to also be infinity years old,natural_vs_synthetic,2,2.0,2.0,engaged_struggling,2.0,1,1.0,True,1.0,0.0,-51.43805168941617,-48.903476029634476
Your future has less clarity than the picture_clarity less than future Your has picture the,Your future has less clarity than the picture,clarity less than future Your has picture the,natural_vs_shuffled,2,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-45.65777051448822,-83.0870852470398
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,7,1.0,1.0,engaged_struggling,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,7,1.0,1.0,engaged_struggling,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,7,1.0,1.0,engaged_struggling,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,7,1.0,1.0,engaged_struggling,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,7,1.0,1.0,engaged_struggling,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,7,1.0,1.0,engaged_struggling,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,8,2.0,1.0,engaged_accurate,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,8,2.0,1.0,engaged_accurate,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,8,2.0,1.0,engaged_accurate,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,8,2.0,1.0,engaged_accurate,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,8,2.0,1.0,engaged_accurate,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,8,2.0,1.0,engaged_accurate,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,9,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,9,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,9,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,9,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,9,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,9,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,10,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,10,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,10,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,10,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,10,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,10,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,11,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,11,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,11,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,11,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,11,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,11,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,13,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,13,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,13,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,13,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,13,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Afterward my arm was ready to fall off_Thought his head was about to fall off,Afterward my arm was ready to fall off,Thought his head was about to fall off,natural_vs_synthetic,13,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.273303866386414,-30.5592070966959
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,7,1.0,1.0,engaged_struggling,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,7,1.0,1.0,engaged_struggling,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,7,1.0,1.0,engaged_struggling,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,7,1.0,1.0,engaged_struggling,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,7,1.0,1.0,engaged_struggling,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,7,1.0,1.0,engaged_struggling,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,8,1.0,1.0,engaged_accurate,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,8,1.0,1.0,engaged_accurate,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,8,1.0,1.0,engaged_accurate,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,8,1.0,1.0,engaged_accurate,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,8,1.0,1.0,engaged_accurate,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,8,1.0,1.0,engaged_accurate,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,9,2.0,1.0,engaged_struggling,1.0,0,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,9,2.0,1.0,engaged_struggling,1.0,0,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,9,2.0,1.0,engaged_struggling,1.0,0,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,9,2.0,1.0,engaged_struggling,1.0,0,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,9,2.0,1.0,engaged_struggling,1.0,0,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,9,2.0,1.0,engaged_struggling,1.0,0,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,10,1.0,1.0,engaged_struggling,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,10,1.0,1.0,engaged_struggling,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,10,1.0,1.0,engaged_struggling,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,10,1.0,1.0,engaged_struggling,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,10,1.0,1.0,engaged_struggling,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,10,1.0,1.0,engaged_struggling,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,11,1.0,1.0,engaged_accurate,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,11,1.0,1.0,engaged_accurate,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,11,1.0,1.0,engaged_accurate,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,11,1.0,1.0,engaged_accurate,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,11,1.0,1.0,engaged_accurate,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,11,1.0,1.0,engaged_accurate,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
Age gaps matter less as people get older_I see her arrest of assaulting someone coming,Age gaps matter less as people get older,I see her arrest of assaulting someone coming,natural_controversial,13,1.0,1.0,engaged_accurate,1.0,1,0.8333333333333334,True,1.0,1.0,-42.44480850547552,-57.98844933509827
