,subject,sentence_pair,Trial Number,rating,Response,Reaction Time,counterbalance-o1ql,sentence1,sentence2,sentence1_type,sentence2_type,sentence1_model,sentence2_model,sentence1_bert_prob,sentence2_bert_prob,sentence1_bert_has_a_mouth_prob,sentence2_bert_has_a_mouth_prob,sentence1_electra_prob,sentence2_electra_prob,sentence1_electra_has_a_mouth_prob,sentence2_electra_has_a_mouth_prob,sentence1_roberta_prob,sentence2_roberta_prob,sentence1_roberta_has_a_mouth_prob,sentence2_roberta_has_a_mouth_prob,sentence1_location,trial_type,sentence1_model_targeted_to_accept,sentence1_model_targeted_to_reject,sentence2_model_targeted_to_accept,sentence2_model_targeted_to_reject,subject_group,binarized_choice_probability_NC_LB,binarized_choice_probability_NC_UB,majority_vote_NC_LB,majority_vote_NC_UB,mean_rating_NC_LB,mean_rating_NC_UB
10,0,And including injecting Brezhnev buildup unaccompanied cleanse psilocybin_I am grateful for thank that action here,130,3.0,Somewhat confident,8492.300000011921,set 1,And including injecting Brezhnev buildup unaccompanied cleanse psilocybin,I am grateful for thank that action here,S,S,electra_has_a_mouth,electra,-175.63893127441406,-61.73479843139648,-41.77114913341211,-49.415770931169384,-144.2091064453125,-45.74078369140625,-35.91171514618327,-52.6149744412396,-132.67497253417972,-59.6490249633789,-75.499417765197,-47.81544851232321,right,synthetic_vs_synthetic,electra_has_a_mouth,electra,electra,electra_has_a_mouth,1,0.9310344827586207,0.9,1.0,1.0,4.655172413793103,4.6
11,0,And they live in the way in peace_Anyhow what wields navigating whomever burgeoning bureaucratic intermediary,36,2.0,Confident,4125.199999988079,set 1,And they live in the way in peace,Anyhow what wields navigating whomever burgeoning bureaucratic intermediary,S,S,electra,electra_has_a_mouth,-57.56001281738281,-166.0115966796875,-43.72889173030853,-30.40577946970734,-39.481204986572266,-137.02226257324222,-47.02126395702362,-19.806973835773533,-57.2812614440918,-119.95445251464844,-40.71516799926758,-80.08957022428513,right,synthetic_vs_synthetic,electra,electra_has_a_mouth,electra_has_a_mouth,electra,1,0.0,0.0,0.0,0.0,2.0689655172413794,2.066666666666667
12,0,And this one for quite some time now_Had this problem for quite some semesters now,21,1.0,Very confident,6502.699999988077,set 1,And this one for quite some time now,Had this problem for quite some semesters now,S,S,roberta,roberta_has_a_mouth,-51.9332046508789,-62.9404525756836,-22.910277429968122,-19.24270854145289,-32.180049896240234,-46.5250244140625,-14.71641676593572,-13.9593899352476,-45.93733596801758,-61.476478576660156,-19.811611091368828,-2.4373024357482795,left,synthetic_vs_synthetic,roberta,roberta_has_a_mouth,roberta_has_a_mouth,roberta,1,0.4827586206896552,0.4666666666666667,0.0,0.0,3.6206896551724137,3.533333333333333
13,0,Angeles weaponry for the first time in history_Hail snows on christmas first uplift in weeks,122,4.0,Somewhat confident,2357.5999999940395,set 1,Angeles weaponry for the first time in history,Hail snows on christmas first uplift in weeks,S,S,roberta,roberta_has_a_mouth,-56.57763671875,-94.62899017333984,-33.38994187489152,-49.89323931571562,-48.85955047607422,-68.66624450683594,-38.61356601887383,-66.41785502433778,-50.23857879638672,-95.7932586669922,-40.085983946919434,-16.669041287153963,left,synthetic_vs_synthetic,roberta,roberta_has_a_mouth,roberta_has_a_mouth,roberta,1,0.7586206896551724,0.7666666666666667,1.0,1.0,4.068965517241379,4.066666666666666
14,0,Anybody dares put words to your regrets online_I can put it in my studio book,75,6.0,Very confident,2140.0,set 1,Anybody dares put words to your regrets online,I can put it in my studio book,S,S,bert_has_a_mouth,bert,-62.95827865600586,-45.59160232543945,-13.834915651241314,-24.55060673505068,-59.563758850097656,-33.13280868530273,-36.713634848594666,-25.47478574514389,-75.94474792480469,-53.49103164672852,-28.923885820433497,-30.06287302076817,left,synthetic_vs_synthetic,bert_has_a_mouth,bert,bert,bert_has_a_mouth,1,0.9655172413793104,0.9666666666666667,1.0,1.0,5.620689655172414,5.633333333333334
15,0,Are you to yet again redeem cherished paychecks_No one did this I have something wrong,24,4.0,Somewhat confident,16311.599999994041,set 1,Are you to yet again redeem cherished paychecks,No one did this I have something wrong,S,S,electra_has_a_mouth,electra,-113.19107055664062,-57.6219367980957,-23.53025058695857,-39.47965644299985,-74.98816680908203,-38.56082534790039,-15.608115672570419,-38.15112042427064,-77.46087646484375,-54.40137481689453,-36.002549226395786,-35.57720911502838,left,synthetic_vs_synthetic,electra_has_a_mouth,electra,electra,electra_has_a_mouth,1,0.8620689655172413,0.8666666666666667,1.0,1.0,4.586206896551724,4.566666666666666
16,0,Atheists dearly cherish the answer to that caveat_I should have the answer to the question,123,6.0,Very confident,9277.0,set 1,Atheists dearly cherish the answer to that caveat,I should have the answer to the question,S,S,electra_has_a_mouth,electra,-93.39591979980469,-47.23887634277344,-7.883144152205205,-14.6748158717528,-63.17376708984375,-24.3410758972168,-7.447965181665496,-14.580602925270796,-76.00548553466797,-40.76710891723633,-31.226987250673126,-15.317566148936749,right,synthetic_vs_synthetic,electra_has_a_mouth,electra,electra,electra_has_a_mouth,1,0.9655172413793104,0.9666666666666667,1.0,1.0,5.482758620689655,5.5
17,0,Bastille there shall be emphatic condescending courting nevertheless_This there would be a forum with her,112,4.0,Somewhat confident,3999.299999982119,set 1,Bastille there shall be emphatic condescending courting nevertheless,This there would be a forum with her,S,S,roberta_has_a_mouth,roberta,-117.0604019165039,-55.63641738891602,-29.60653444773925,-37.61424095928669,-93.93164825439452,-41.15632629394531,-29.706057158531625,-37.061532502993934,-112.76853942871094,-54.37128829956055,-24.90121266897768,-49.84090449288488,right,synthetic_vs_synthetic,roberta_has_a_mouth,roberta,roberta,roberta_has_a_mouth,1,0.896551724137931,0.9,1.0,1.0,4.448275862068965,4.433333333333334
18,0,Battleship prognosis Eddy Stravinsky envisaged alternately sounded untenable_The pain the above shows are faring bad,82,4.0,Somewhat confident,6399.59999999404,set 1,Battleship prognosis Eddy Stravinsky envisaged alternately sounded untenable,The pain the above shows are faring bad,S,S,roberta_has_a_mouth,roberta,-157.40093994140625,-71.49845123291016,-38.49998972143294,-51.102528542280204,-128.14724731445312,-54.10041427612305,-56.0441433355445,-39.51959991455078,-160.6117401123047,-67.42202758789061,-25.785203836625442,-58.58762615919113,left,synthetic_vs_synthetic,roberta_has_a_mouth,roberta,roberta,roberta_has_a_mouth,1,0.9655172413793104,0.9666666666666667,1.0,1.0,4.724137931034483,4.7
19,0,Be this review you will have your choice_Leaves me presuming schoolgirls inexplicably excite freestyle lacrosse,9,5.0,Confident,26606.699999988086,set 1,Be this review you will have your choice,Leaves me presuming schoolgirls inexplicably excite freestyle lacrosse,S,S,roberta,roberta_has_a_mouth,-56.25958633422852,-117.03065490722656,-35.25818658806384,-44.76565588753869,-41.31464767456055,-103.60466766357422,-38.896493971347816,-38.889611632090244,-51.167564392089844,-136.47261047363278,-49.060375849716365,-12.275570262223482,right,synthetic_vs_synthetic,roberta,roberta_has_a_mouth,roberta_has_a_mouth,roberta,1,0.1724137931034483,0.2,0.0,0.0,2.7241379310344827,2.8
20,0,Because a they acting like controlled are opposition_Because they are acting like a controlled opposition,10,6.0,Very confident,12024.5,set 1,Because a they acting like controlled are opposition,Because they are acting like a controlled opposition,C,N,all,all,-75.27897644042969,-57.82487487792969,-64.33871459960939,-34.66776902973652,-66.61146545410156,-40.41599655151367,-69.34153699874878,-24.964424431324005,-79.42557525634766,-54.66763305664063,-63.605096340179436,-21.445451110601425,right,natural_vs_shuffled,,,,,1,0.9310344827586207,0.9333333333333333,1.0,1.0,5.275862068965517,5.3
21,0,Because you have to bend at the waist_have you the to waist Because bend at,124,1.0,Very confident,4141.400000005961,set 1,Because you have to bend at the waist,have you the to waist Because bend at,N,C,all,all,-48.80521774291992,-80.80329132080078,-6.962060006917454,-73.6560173034668,-30.42827033996582,-63.13516235351562,-12.049588546156885,-58.42097091674805,-46.27768325805664,-79.4832763671875,-7.987358867190777,-70.9492039680481,left,natural_vs_shuffled,,,,,1,0.0,0.0,0.0,0.0,1.1724137931034482,1.1666666666666667
22,0,Before I put them on the head instead_Correspondent misunderstood seared meats from bathtub schizophrenic racks,52,2.0,Confident,3064.4000000059614,set 1,Before I put them on the head instead,Correspondent misunderstood seared meats from bathtub schizophrenic racks,S,S,bert,bert_has_a_mouth,-53.98318099975586,-188.6509094238281,-46.70545446872711,-19.94188126719729,-37.91510009765625,-108.1291961669922,-31.679772794246674,-55.093737497169066,-53.97413635253906,-127.32427978515624,-32.17195698618889,-61.29068511468358,right,synthetic_vs_synthetic,bert,bert_has_a_mouth,bert_has_a_mouth,bert,1,0.034482758620689655,0.03333333333333333,0.0,0.0,1.9655172413793103,1.9666666666666666
23,0,Born insecure they like to cultivate psilocybin afloat_By now I have to got things more,7,3.0,Somewhat confident,7516.199999988077,set 1,Born insecure they like to cultivate psilocybin afloat,By now I have to got things more,S,S,electra_has_a_mouth,electra,-116.8083267211914,-59.35592651367188,-24.49431436800114,-50.66346257925034,-94.96041870117188,-40.93441009521485,-22.484924367628988,-45.72241371870041,-99.08582305908205,-59.37736129760742,-73.88967675124513,-48.93637543916702,right,synthetic_vs_synthetic,electra_has_a_mouth,electra,electra,electra_has_a_mouth,1,0.7931034482758621,0.7666666666666667,1.0,1.0,4.310344827586207,4.266666666666667
24,0,Brezhnev affords rhetorical reassurance methamphetamine a blank stare_Go to the road for a last page,68,5.0,Confident,3126.5,set 1,Brezhnev affords rhetorical reassurance methamphetamine a blank stare,Go to the road for a last page,S,S,electra_has_a_mouth,electra,-140.9375762939453,-54.89501571655274,-15.955126924311116,-39.07609769329429,-116.917724609375,-39.28563690185547,-21.72188923873182,-37.36387887597085,-109.09493255615234,-57.35131072998047,-36.79566048440756,-50.22589755058289,left,synthetic_vs_synthetic,electra_has_a_mouth,electra,electra,electra_has_a_mouth,1,0.9655172413793104,0.9666666666666667,1.0,1.0,4.9655172413793105,4.966666666666667
25,0,Brezhnev behaves like absent decorating symbolizes misplaced affections_So we said here really talked about it,110,3.0,Somewhat confident,4831.5,set 1,Brezhnev behaves like absent decorating symbolizes misplaced affections,So we said here really talked about it,S,S,electra_has_a_mouth,electra,-134.50657653808594,-57.59686660766602,-30.392108568591084,-41.50419441796839,-104.3385238647461,-41.394020080566406,-25.984469221293693,-51.323508856818066,-116.1612319946289,-57.01448822021485,-51.66405374143506,-44.15143910050392,left,synthetic_vs_synthetic,electra_has_a_mouth,electra,electra,electra_has_a_mouth,1,0.896551724137931,0.8666666666666667,1.0,1.0,4.586206896551724,4.533333333333333
26,0,Brezhnev entrust psilocybin with carnivorous puppies which conspire_Please come down and take you to highly,67,4.0,Somewhat confident,5215.900000005961,set 1,Brezhnev entrust psilocybin with carnivorous puppies which conspire,Please come down and take you to highly,S,S,electra_has_a_mouth,electra,-178.2413787841797,-56.91842651367188,-12.212375587080714,-40.06231990456581,-137.56512451171878,-47.209739685058594,-29.113220658153296,-50.595791280269616,-140.91110229492188,-61.04499053955078,-33.58685886836611,-40.124563336372375,left,synthetic_vs_synthetic,electra_has_a_mouth,electra,electra,electra_has_a_mouth,1,0.9655172413793104,0.9666666666666667,1.0,1.0,4.9655172413793105,4.933333333333334
27,0,Brezhnev eyewitness webpage noted psilocybin cocktails brewed worldwide_The best of point many I was lost,126,3.0,Somewhat confident,2984.699999988079,set 1,Brezhnev eyewitness webpage noted psilocybin cocktails brewed worldwide,The best of point many I was lost,S,S,electra_has_a_mouth,electra,-165.46888732910156,-65.67445373535156,-17.1356763804597,-64.33339107036589,-131.04473876953122,-51.61981964111328,-36.54988140612841,-64.3596510887146,-124.67321014404295,-67.72467803955078,-58.172538893388264,-63.46066272258759,right,synthetic_vs_synthetic,electra_has_a_mouth,electra,electra,electra_has_a_mouth,1,0.8620689655172413,0.8333333333333334,1.0,1.0,4.586206896551724,4.533333333333333
28,0,Brezhnev incursions lamenting Piccadilly blatantly unethical blatant precautionary_The really makes people feel lonely and wonderful,120,5.0,Confident,6575.699999988077,set 1,Brezhnev incursions lamenting Piccadilly blatantly unethical blatant precautionary,The really makes people feel lonely and wonderful,S,S,electra_has_a_mouth,electra,-212.6554107666016,-66.81491851806639,-30.68698512801393,-59.065677754580975,-185.7926025390625,-44.50164794921875,-25.61025958183745,-48.807060718536384,-156.12477111816406,-56.76787185668945,-77.63353183650906,-55.80956800282002,right,synthetic_vs_synthetic,electra_has_a_mouth,electra,electra,electra_has_a_mouth,1,0.9655172413793104,0.9666666666666667,1.0,1.0,4.862068965517241,4.866666666666666
29,0,Brezhnev inexplicably oftentimes arranges which feature symphonic soprano_I was also supposed to be a book,26,6.0,Very confident,16359.5,set 1,Brezhnev inexplicably oftentimes arranges which feature symphonic soprano,I was also supposed to be a book,S,S,roberta_has_a_mouth,roberta,-123.2459716796875,-44.88097763061523,-34.56314667790318,-28.619984439399552,-113.10368347167969,-29.002361297607425,-64.84229026627146,-26.85159405169543,-145.55606079101562,-42.826263427734375,-10.807464333327513,-30.418625826758213,left,synthetic_vs_synthetic,roberta_has_a_mouth,roberta,roberta,roberta_has_a_mouth,1,0.8275862068965517,0.8333333333333334,1.0,1.0,4.482758620689655,4.533333333333333
30,0,Brezhnev psilocybin repatriated infidelity uneventful bathtub accompanies methamphetamine_It has about to in ten that off,50,5.0,Confident,5946.800000011923,set 1,Brezhnev psilocybin repatriated infidelity uneventful bathtub accompanies methamphetamine,It has about to in ten that off,S,S,electra_has_a_mouth,electra,-244.18446350097656,-67.13253784179689,-14.330389737575386,-68.85938978195189,-208.1072235107422,-56.24307632446289,-32.580570599908235,-76.41057920455933,-177.4015350341797,-70.01205444335939,-67.77870587880716,-58.47071313858032,right,synthetic_vs_synthetic,electra_has_a_mouth,electra,electra,electra_has_a_mouth,1,1.0,1.0,1.0,1.0,4.620689655172414,4.633333333333334
31,0,Brezhnev vouchers prescribe remedies jeopardizing a nonviolent voucher_This is a story of the the world,125,6.0,Very confident,2203.700000017881,set 1,Brezhnev vouchers prescribe remedies jeopardizing a nonviolent voucher,This is a story of the the world,S,S,electra_has_a_mouth,electra,-191.15447998046875,-46.18468856811523,-0.5702932549927482,-32.09258950129151,-139.93177795410156,-27.19399642944336,-9.71293387919377,-26.743229523301125,-119.2088851928711,-44.837120056152344,-76.35596811509457,-29.86226712539792,left,synthetic_vs_synthetic,electra_has_a_mouth,electra,electra,electra_has_a_mouth,1,0.9310344827586207,0.9333333333333333,1.0,1.0,5.241379310344827,5.266666666666667
32,0,But I should have stopped that in basically_Siegfried watchers must deduce deduced elliptical gymnastics anyhow,11,4.0,Somewhat confident,22434.099999994043,set 1,But I should have stopped that in basically,Siegfried watchers must deduce deduced elliptical gymnastics anyhow,S,S,roberta,roberta_has_a_mouth,-57.46128463745117,-143.6145782470703,-46.70958728343248,-32.58359041961376,-41.87311935424805,-101.97384643554688,-40.937403801828616,-52.299979048897505,-53.83859252929688,-143.0830078125,-42.763952791690826,-14.952432110905647,right,synthetic_vs_synthetic,roberta,roberta_has_a_mouth,roberta_has_a_mouth,roberta,1,0.0,0.03333333333333333,0.0,0.0,2.0,2.066666666666667
33,0,Buying something breathes or crawls aesthetically to decorate_Sometimes what looks and feels real to you,16,5.0,Confident,9813.100000023842,set 1,Buying something breathes or crawls aesthetically to decorate,Sometimes what looks and feels real to you,S,S,roberta_has_a_mouth,roberta,-98.77840423583984,-53.670372009277344,-29.53172379802709,-28.31687067449093,-77.00393676757812,-40.158390045166016,-41.7837047725916,-26.306982040405273,-110.26786041259766,-51.60851287841797,-9.784045071341096,-36.58324171602726,left,synthetic_vs_synthetic,roberta_has_a_mouth,roberta,roberta,roberta_has_a_mouth,1,1.0,1.0,1.0,1.0,5.344827586206897,5.333333333333333
34,0,Cake shop gets to decide whom they invite_The people are to say if they did,78,1.0,Very confident,6076.899999976158,set 1,Cake shop gets to decide whom they invite,The people are to say if they did,S,S,bert_has_a_mouth,bert,-63.32098770141602,-50.35673904418945,-17.164151026168838,-36.006797790527344,-53.6490592956543,-35.19634246826172,-36.29603251442313,-30.587690234184265,-68.85040283203125,-52.907630920410156,-19.2310243905522,-33.85599625110626,left,synthetic_vs_synthetic,bert_has_a_mouth,bert,bert,bert_has_a_mouth,1,0.4482758620689655,0.43333333333333335,0.0,0.0,3.2758620689655173,3.2
35,0,Campeche milligrams Khrushchev fraternities stockpiling intensifies Saratoga Bordeaux_You your cookies or remove attachments and database,57,5.0,Confident,3171.700000017881,set 1,Campeche milligrams Khrushchev fraternities stockpiling intensifies Saratoga Bordeaux,You your cookies or remove attachments and database,S,S,roberta_has_a_mouth,roberta,-199.50450134277344,-73.03407287597656,-52.706299573408614,-61.44923955202103,-167.9816436767578,-63.12727355957031,-67.49352502636611,-60.18780819326639,-228.01092529296875,-64.97386169433594,-37.69155194924679,-94.96787738800049,right,synthetic_vs_synthetic,roberta_has_a_mouth,roberta,roberta,roberta_has_a_mouth,1,0.9655172413793104,0.9666666666666667,1.0,1.0,4.655172413793103,4.666666666666667
36,0,Cardinal and Monmouth interning correspondents unofficially switch jockey_Iraq the New Zealand for the of people,66,4.0,Somewhat confident,3218.0,set 1,Cardinal and Monmouth interning correspondents unofficially switch jockey,Iraq the New Zealand for the of people,S,S,roberta_has_a_mouth,roberta,-101.37939453125,-68.18645477294922,-71.91434060037136,-59.3549746859353,-92.89533233642578,-55.54461669921875,-74.60267719626427,-62.821481586433954,-131.88722229003906,-60.64554214477539,-27.28019702633901,-60.02635681629181,right,synthetic_vs_synthetic,roberta_has_a_mouth,roberta,roberta,roberta_has_a_mouth,1,0.5862068965517241,0.6,1.0,1.0,3.7241379310344827,3.7333333333333334
37,0,Charts totalling readership was produced simulating search judgements_Heights it still is practiced throughout the country,14,4.0,Somewhat confident,11881.30000001192,set 1,Charts totalling readership was produced simulating search judgements,Heights it still is practiced throughout the country,S,S,roberta_has_a_mouth,roberta,-105.42286682128906,-62.29523849487305,-44.8245162380772,-41.57649296149612,-101.57208251953124,-52.44474792480469,-66.96006186306478,-43.178435176610954,-124.12022399902344,-56.79888916015625,-16.52878090925515,-54.08937688358129,right,synthetic_vs_synthetic,roberta_has_a_mouth,roberta,roberta,roberta_has_a_mouth,1,0.5862068965517241,0.6,1.0,1.0,3.689655172413793,3.7
38,0,Children are physically different to a physical environment_Gardens look darn breathtaking around bustling dealership dealerships,25,3.0,Somewhat confident,8805.400000005959,set 1,Children are physically different to a physical environment,Gardens look darn breathtaking around bustling dealership dealerships,S,S,electra,electra_has_a_mouth,-57.19853210449219,-124.69295501708984,-44.16682307422161,-28.254319256535386,-38.0460090637207,-95.24642944335938,-32.496924199163914,-19.39127430366352,-58.44392395019531,-100.06041717529295,-42.19654986262322,-52.16109330969629,left,synthetic_vs_synthetic,electra,electra_has_a_mouth,electra_has_a_mouth,electra,1,0.06896551724137931,0.06666666666666667,0.0,0.0,2.5517241379310347,2.566666666666667
39,0,Churches presume repressed homeowners emigrate decimated whomever alienated_We would like to give you for here,111,3.0,Somewhat confident,5346.100000023842,set 1,Churches presume repressed homeowners emigrate decimated whomever alienated,We would like to give you for here,S,S,electra_has_a_mouth,electra,-161.99832153320312,-53.41177368164063,-45.654422508610885,-35.34874962083995,-123.72479248046876,-33.853225708007805,-20.860016159713272,-35.61390212923288,-133.76548767089844,-45.60058212280274,-64.63854052871466,-30.16212902264669,right,synthetic_vs_synthetic,electra_has_a_mouth,electra,electra,electra_has_a_mouth,1,0.9655172413793104,0.9333333333333333,1.0,1.0,4.724137931034483,4.666666666666667
40,0,Ciudad suspiciously relieving kinship morgue fugitives scouring closets_Today why I removed this post under question,18,3.0,Somewhat confident,8303.400000005959,set 1,Ciudad suspiciously relieving kinship morgue fugitives scouring closets,Today why I removed this post under question,S,S,roberta_has_a_mouth,roberta,-159.8228302001953,-70.27554321289061,-56.77327396112925,-60.527702808380134,-122.98993682861328,-55.17581176757813,-71.85030122846366,-55.644409596920006,-164.41384887695312,-57.79607772827149,-27.757365882396694,-59.41518068313599,left,synthetic_vs_synthetic,roberta_has_a_mouth,roberta,roberta,roberta_has_a_mouth,1,0.9655172413793104,0.9333333333333333,1.0,1.0,5.068965517241379,5.0
41,0,Controversial cyclones localities utilise miraculously feathered leopard rescuers_Now you can make your in public spaces,15,3.0,Somewhat confident,30449.40000000596,set 1,Controversial cyclones localities utilise miraculously feathered leopard rescuers,Now you can make your in public spaces,S,S,roberta_has_a_mouth,roberta,-155.07733154296875,-54.33316040039063,-51.14122028271436,-44.6733940243721,-107.0812530517578,-40.06836318969727,-72.02694556117058,-37.566908210515976,-153.10501098632812,-52.11125564575195,-22.61485551790247,-44.92305396869778,left,synthetic_vs_synthetic,roberta_has_a_mouth,roberta,roberta,roberta_has_a_mouth,1,0.9655172413793104,0.9333333333333333,1.0,1.0,4.689655172413793,4.633333333333334
